state,Gender,Year,Count
GA,M,1976,35658
GA,M,1977,37885
GA,M,1978,37814
GA,M,1979,39329
GA,M,1980,41219
GA,M,1981,40305
GA,M,1982,40594
GA,M,1983,40539
GA,M,1984,41710
GA,M,1985,43194
GA,M,1986,44181
GA,M,1987,45549
GA,M,1988,46701
GA,M,1989,49464
GA,M,1990,50153
GA,M,1991,48636
GA,M,1992,48744
GA,M,1993,48095
GA,M,1994,48047
GA,M,1995,48410
GA,M,1996,48434
GA,M,1997,50182
GA,M,1998,51578
GA,M,1999,53795
GA,M,2000,55390
GA,M,2001,55579
GA,M,2002,55798
GA,M,2003,57139
GA,M,2004,58311
GA,M,2005,59694
GA,M,2006,62401
GA,M,2007,63037
GA,M,2008,61139
GA,M,2009,58985
GA,M,2010,55821
GA,M,2011,54898
GA,M,2012,53938
GA,M,2013,53602
GA,M,2014,54897
GA,M,2015,54831
GA,M,2016,53636
GA,M,2017,53512
GA,M,2018,51999
GA,M,2019,51543
HI,F,1961,6098
HI,F,1962,6371
HI,F,1963,6080
HI,F,1964,5794
HI,F,1965,5437
HI,F,1966,4903
HI,F,1967,4753
HI,F,1968,4575
HI,F,1969,4950
HI,F,1970,5167
HI,F,1971,4723
HI,F,1972,4451
HI,F,1973,4536
HI,F,1974,4483
HI,F,1975,4522
HI,F,1976,4632
HI,F,1977,4667
HI,F,1978,4557
HI,F,1979,4761
HI,F,1980,5034
HI,F,1981,4863
HI,F,1982,5133
HI,F,1983,5381
HI,F,1984,5264
HI,F,1985,4904
HI,F,1986,4876
HI,F,1987,4848
HI,F,1988,4974
HI,F,1989,5049
HI,F,1990,5452
HI,F,1991,5045
HI,F,1992,4799
HI,F,1993,4732
HI,F,1994,4670
HI,F,1995,4397
HI,F,1996,4190
HI,F,1997,3743
HI,F,1998,3800
HI,F,1999,3487
HI,F,2000,3599
HI,F,2001,3436
HI,F,2002,3259
HI,F,2003,3524
HI,F,2004,3663
HI,F,2005,3313
HI,F,2006,3601
HI,F,2007,3415
HI,F,2008,3533
HI,F,2009,3366
HI,F,2010,3230
HI,F,2011,3352
HI,F,2012,3374
HI,F,2013,3260
HI,F,2014,3234
HI,F,2015,3406
HI,F,2016,3122
HI,F,2017,2904
HI,F,2018,2882
HI,F,2019,2747
HI,M,1961,7467
HI,M,1962,7565
HI,M,1963,7332
HI,M,1964,7153
HI,M,1965,6690
HI,M,1966,6060
HI,M,1967,6029
HI,M,1968,5864
HI,M,1969,6416
HI,M,1970,6646
HI,M,1971,6231
HI,M,1972,6044
HI,M,1973,5863
HI,M,1974,5947
HI,M,1975,6047
HI,M,1976,6195
HI,M,1977,6341
HI,M,1978,6349
HI,M,1979,6448
HI,M,1980,6917
HI,M,1981,6823
HI,M,1982,6974
HI,M,1983,7294
HI,M,1984,7050
HI,M,1985,6840
HI,M,1986,6491
HI,M,1987,6744
HI,M,1988,6755
HI,M,1989,6902
HI,M,1990,7208
HI,M,1991,6958
HI,M,1992,6841
HI,M,1993,6520
HI,M,1994,6382
HI,M,1995,5932
HI,M,1996,5698
HI,M,1997,5266
HI,M,1998,5171
HI,M,1999,5015
HI,M,2000,5186
HI,M,2001,4695
HI,M,2002,5093
HI,M,2003,5134
HI,M,2004,5016
HI,M,2005,4778
HI,M,2006,5100
HI,M,2007,4904
HI,M,2008,5004
HI,M,2009,4603
HI,M,2010,4803
HI,M,2011,4799
HI,M,2012,4662
HI,M,2013,4834
HI,M,2014,4721
HI,M,2015,4501
HI,M,2016,4578
HI,M,2017,4222
HI,M,2018,3824
HI,M,2019,3853
IA,F,1961,28315
IA,F,1962,27348
IA,F,1963,25338
IA,F,1964,24147
IA,F,1965,22136
IA,F,1966,21080
IA,F,1967,20646
IA,F,1968,20097
IA,F,1969,20366
IA,F,1970,20888
IA,F,1971,19283
IA,F,1972,17435
IA,F,1973,16297
IA,F,1974,16835
IA,F,1975,17301
IA,F,1976,17559
IA,F,1977,18938
IA,F,1978,18590
IA,F,1979,19700
IA,F,1980,20083
IA,F,1981,19410
IA,F,1982,18817
IA,F,1983,18381
IA,F,1984,17772
IA,F,1985,17248
IA,F,1986,15950
IA,F,1987,15631
IA,F,1988,15639
IA,F,1989,15857
IA,F,1990,15974
IA,F,1991,15507
IA,F,1992,15272
IA,F,1993,14883
IA,F,1994,14268
IA,F,1995,14183
IA,F,1996,14288
IA,F,1997,13718
IA,F,1998,14059
IA,F,1999,13747
IA,F,2000,14173
IA,F,2001,13719
IA,F,2002,13488
IA,F,2003,13698
IA,F,2004,13568
IA,F,2005,13668
IA,F,2006,14069
IA,F,2007,13923
IA,F,2008,13502
IA,F,2009,13196
IA,F,2010,12838
IA,F,2011,12415
IA,F,2012,12501
IA,F,2013,12732
IA,F,2014,12906
IA,F,2015,12852
IA,F,2016,12940
IA,F,2017,12378
IA,F,2018,12191
IA,F,2019,12037
IA,M,1961,30247
IA,M,1962,29079
IA,M,1963,28074
IA,M,1964,26903
IA,M,1965,24782
IA,M,1966,23656
IA,M,1967,22671
IA,M,1968,22541
IA,M,1969,22668
IA,M,1970,23147
IA,M,1971,21505
IA,M,1972,19163
IA,M,1973,18161
IA,M,1974,19075
IA,M,1975,19631
IA,M,1976,19586
IA,M,1977,21112
IA,M,1978,21083
IA,M,1979,22166
IA,M,1980,22585
IA,M,1981,21817
IA,M,1982,21262
IA,M,1983,20441
IA,M,1984,20136
IA,M,1985,19357
IA,M,1986,18130
IA,M,1987,17706
IA,M,1988,17691
IA,M,1989,18226
IA,M,1990,18521
IA,M,1991,17940
IA,M,1992,17549
IA,M,1993,17533
IA,M,1994,16955
IA,M,1995,16352
IA,M,1996,16600
IA,M,1997,16255
IA,M,1998,16326
IA,M,1999,16598
IA,M,2000,16642
IA,M,2001,16051
IA,M,2002,16256
IA,M,2003,16269
IA,M,2004,16166
IA,M,2005,16409
IA,M,2006,16926
IA,M,2007,16587
IA,M,2008,16466
IA,M,2009,15790
IA,M,2010,15259
IA,M,2011,15008
IA,M,2012,15089
IA,M,2013,15202
IA,M,2014,15734
IA,M,2015,15700
IA,M,2016,15177
IA,M,2017,14777
IA,M,2018,14266
IA,M,2019,14169
ID,F,1961,6329
ID,F,1962,6035
ID,F,1963,5532
ID,F,1964,5123
ID,F,1965,4694
ID,F,1966,4352
ID,F,1967,4259
ID,F,1968,4401
ID,F,1969,4485
ID,F,1970,4868
ID,F,1971,4884
ID,F,1972,4739
ID,F,1973,4848
ID,F,1974,5224
ID,F,1975,5483
ID,F,1976,5837
ID,F,1977,6277
ID,F,1978,6686
ID,F,1979,6907
ID,F,1980,6898
ID,F,1981,6865
ID,F,1982,6872
ID,F,1983,6379
ID,F,1984,6087
ID,F,1985,6004
ID,F,1986,5550
ID,F,1987,5190
ID,F,1988,5228
ID,F,1989,5134
ID,F,1990,5357
ID,F,1991,5418
ID,F,1992,5445
ID,F,1993,5518
ID,F,1994,5376
ID,F,1995,5588
ID,F,1996,5769
ID,F,1997,5556
ID,F,1998,5898
ID,F,1999,5983
ID,F,2000,6074
ID,F,2001,6195
ID,F,2002,6212
ID,F,2003,6381
ID,F,2004,6453
ID,F,2005,6848
ID,F,2006,7009
ID,F,2007,7120
ID,F,2008,7367
ID,F,2009,6766
ID,F,2010,6377
ID,F,2011,6130
ID,F,2012,6352
ID,F,2013,6165
ID,F,2014,6426
ID,F,2015,6447
ID,F,2016,6425
ID,F,2017,6279
ID,F,2018,5955
ID,F,2019,6204
ID,M,1961,7219
ID,M,1962,6992
ID,M,1963,6286
ID,M,1964,5922
ID,M,1965,5463
ID,M,1966,5373
ID,M,1967,5349
ID,M,1968,5355
ID,M,1969,5543
ID,M,1970,6116
ID,M,1971,5890
ID,M,1972,5840
ID,M,1973,5944
ID,M,1974,6437
ID,M,1975,6792
ID,M,1976,7215
ID,M,1977,7918
ID,M,1978,7987
ID,M,1979,8425
ID,M,1980,8562
ID,M,1981,8186
ID,M,1982,8193
ID,M,1983,7943
ID,M,1984,7687
ID,M,1985,7235
ID,M,1986,6814
ID,M,1987,6563
ID,M,1988,6357
ID,M,1989,6690
ID,M,1990,6832
ID,M,1991,6906
ID,M,1992,7167
ID,M,1993,7090
ID,M,1994,6956
ID,M,1995,7229
ID,M,1996,7320
ID,M,1997,7473
ID,M,1998,7602
ID,M,1999,7641
ID,M,2000,7874
ID,M,2001,7777
ID,M,2002,8079
ID,M,2003,8338
ID,M,2004,8665
ID,M,2005,8594
ID,M,2006,9100
ID,M,2007,9360
ID,M,2008,9186
ID,M,2009,8759
ID,M,2010,8390
ID,M,2011,8138
ID,M,2012,8092
ID,M,2013,7977
ID,M,2014,8323
ID,M,2015,7936
ID,M,2016,8029
ID,M,2017,7881
ID,M,2018,7745
ID,M,2019,7719
IL,F,1961,106573
IL,F,1962,102866
IL,F,1963,99107
IL,F,1964,98159
IL,F,1965,91291
IL,F,1966,87975
IL,F,1967,85457
IL,F,1968,83664
IL,F,1969,84785
IL,F,1970,87729
IL,F,1971,82680
IL,F,1972,74591
IL,F,1973,70217
IL,F,1974,69703
IL,F,1975,69660
IL,F,1976,69909
IL,F,1977,72324
IL,F,1978,70904
IL,F,1979,74692
IL,F,1980,77288
IL,F,1981,75142
IL,F,1982,74421
IL,F,1983,72782
IL,F,1984,72606
IL,F,1985,72998
IL,F,1986,70931
IL,F,1987,72562
IL,F,1988,73693
IL,F,1989,77293
IL,F,1990,78503
IL,F,1991,77524
IL,F,1992,75257
IL,F,1993,75183
IL,F,1994,74224
IL,F,1995,72547
IL,F,1996,71442
IL,F,1997,69907
IL,F,1998,70406
IL,F,1999,69826
IL,F,2000,71223
IL,F,2001,70361
IL,F,2002,68666
IL,F,2003,69273
IL,F,2004,68479
IL,F,2005,67139
IL,F,2006,68113
IL,F,2007,67678
IL,F,2008,66175
IL,F,2009,63187
IL,F,2010,60768
IL,F,2011,59411
IL,F,2012,58700
IL,F,2013,57862
IL,F,2014,58865
IL,F,2015,58425
IL,F,2016,57491
IL,F,2017,55392
IL,F,2018,53386
IL,F,2019,51305
IL,M,1961,113818
IL,M,1962,110202
IL,M,1963,107825
IL,M,1964,105624
IL,M,1965,98819
IL,M,1966,95295
IL,M,1967,92579
IL,M,1968,91311
IL,M,1969,92107
IL,M,1970,96821
IL,M,1971,91060
IL,M,1972,82768
IL,M,1973,78051
IL,M,1974,78303
IL,M,1975,78256
IL,M,1976,78445
IL,M,1977,81372
IL,M,1978,79394
IL,M,1979,83776
IL,M,1980,86414
IL,M,1981,84652
IL,M,1982,83867
IL,M,1983,81773
IL,M,1984,81871
IL,M,1985,82265
IL,M,1986,79794
IL,M,1987,81700
IL,M,1988,83434
IL,M,1989,86781
IL,M,1990,89206
IL,M,1991,87475
IL,M,1992,86190
IL,M,1993,85556
IL,M,1994,84419
IL,M,1995,82614
IL,M,1996,80919
IL,M,1997,79634
IL,M,1998,80313
IL,M,1999,79787
IL,M,2000,80420
IL,M,2001,80208
IL,M,2002,78407
IL,M,2003,79209
IL,M,2004,78321
IL,M,2005,77117
IL,M,2006,76958
IL,M,2007,77210
IL,M,2008,74717
IL,M,2009,72506
IL,M,2010,69774
IL,M,2011,67709
IL,M,2012,66458
IL,M,2013,65822
IL,M,2014,66327
IL,M,2015,66247
IL,M,2016,64022
IL,M,2017,61776
IL,M,2018,59476
IL,M,2019,57197
IN,F,1961,49885
IN,F,1962,48402
IN,F,1963,47088
IN,F,1964,46848
IN,F,1965,42974
IN,F,1966,42058
IN,F,1967,40736
IN,F,1968,39794
IN,F,1969,40911
IN,F,1970,43071
IN,F,1971,41110
IN,F,1972,37042
IN,F,1973,35450
IN,F,1974,34902
IN,F,1975,34380
IN,F,1976,33791
IN,F,1977,35231
IN,F,1978,34803
IN,F,1979,36236
IN,F,1980,36992
IN,F,1981,34889
IN,F,1982,35180
IN,F,1983,33804
IN,F,1984,33306
IN,F,1985,34039
IN,F,1986,32859
IN,F,1987,32111
IN,F,1988,33924
IN,F,1989,34337
IN,F,1990,35173
IN,F,1991,34822
IN,F,1992,33235
IN,F,1993,33157
IN,F,1994,32774
IN,F,1995,32748
IN,F,1996,32890
IN,F,1997,32786
IN,F,1998,33072
IN,F,1999,33208
IN,F,2000,33299
IN,F,2001,33032
IN,F,2002,32267
IN,F,2003,32393
IN,F,2004,32498
IN,F,2005,32482
IN,F,2006,33048
IN,F,2007,33115
IN,F,2008,32466
IN,F,2009,31633
IN,F,2010,30269
IN,F,2011,30293
IN,F,2012,29990
IN,F,2013,29760
IN,F,2014,30443
IN,F,2015,30548
IN,F,2016,30149
IN,F,2017,29962
IN,F,2018,29555
IN,F,2019,28580
IN,M,1961,54121
IN,M,1962,52281
IN,M,1963,51318
IN,M,1964,50848
IN,M,1965,47271
IN,M,1966,45518
IN,M,1967,45000
IN,M,1968,43933
IN,M,1969,45059
IN,M,1970,47760
IN,M,1971,45850
IN,M,1972,41645
IN,M,1973,39724
IN,M,1974,39536
IN,M,1975,39209
IN,M,1976,38174
IN,M,1977,40474
IN,M,1978,39303
IN,M,1979,41089
IN,M,1980,41749
IN,M,1981,40117
IN,M,1982,39638
IN,M,1983,37905
IN,M,1984,37809
IN,M,1985,37686
IN,M,1986,36950
IN,M,1987,36930
IN,M,1988,38792
IN,M,1989,39620
IN,M,1990,40511
IN,M,1991,39954
IN,M,1992,39183
IN,M,1993,38669
IN,M,1994,37643
IN,M,1995,38094
IN,M,1996,37606
IN,M,1997,37298
IN,M,1998,38037
IN,M,1999,38414
IN,M,2000,39313
IN,M,2001,38415
IN,M,2002,37282
IN,M,2003,38406
IN,M,2004,38731
IN,M,2005,38239
IN,M,2006,38757
IN,M,2007,39144
IN,M,2008,38240
IN,M,2009,37334
IN,M,2010,36095
IN,M,2011,35953
IN,M,2012,35610
IN,M,2013,35559
IN,M,2014,36037
IN,M,2015,36023
IN,M,2016,35441
IN,M,2017,34286
IN,M,2018,33797
IN,M,2019,33428
KS,F,1961,20327
KS,F,1962,19830
KS,F,1963,18613
KS,F,1964,17179
KS,F,1965,15395
KS,F,1966,14319
KS,F,1967,13523
KS,F,1968,13804
KS,F,1969,14325
KS,F,1970,14749
KS,F,1971,13532
KS,F,1972,12323
KS,F,1973,11969
KS,F,1974,12044
KS,F,1975,12570
KS,F,1976,13019
KS,F,1977,13517
KS,F,1978,13440
KS,F,1979,14379
KS,F,1980,15119
KS,F,1981,15474
KS,F,1982,15517
KS,F,1983,15545
KS,F,1984,15284
KS,F,1985,14653
KS,F,1986,14502
KS,F,1987,14209
KS,F,1988,14320
KS,F,1989,14130
KS,F,1990,13955
KS,F,1991,13366
KS,F,1992,13333
KS,F,1993,12910
KS,F,1994,12877
KS,F,1995,12788
KS,F,1996,12438
KS,F,1997,12437
KS,F,1998,12954
KS,F,1999,13117
KS,F,2000,13341
KS,F,2001,13251
KS,F,2002,13448
KS,F,2003,13655
KS,F,2004,13536
KS,F,2005,13755
KS,F,2006,13812
KS,F,2007,14053
KS,F,2008,13805
KS,F,2009,13741
KS,F,2010,13333
KS,F,2011,12664
KS,F,2012,13102
KS,F,2013,12845
KS,F,2014,12938
KS,F,2015,13000
KS,F,2016,12571
KS,F,2017,11955
KS,F,2018,12020
KS,F,2019,11791
KS,M,1961,22395
KS,M,1962,21966
KS,M,1963,20579
KS,M,1964,19598
KS,M,1965,17406
KS,M,1966,15926
KS,M,1967,15496
KS,M,1968,15479
KS,M,1969,16427
KS,M,1970,16644
KS,M,1971,15799
KS,M,1972,14361
KS,M,1973,13824
KS,M,1974,14085
KS,M,1975,14721
KS,M,1976,15195
KS,M,1977,15614
KS,M,1978,15596
KS,M,1979,16841
KS,M,1980,17924
KS,M,1981,18172
KS,M,1982,17895
KS,M,1983,17755
KS,M,1984,17440
KS,M,1985,17348
KS,M,1986,17264
KS,M,1987,16536
KS,M,1988,16669
KS,M,1989,17045
KS,M,1990,16912
KS,M,1991,16081
KS,M,1992,15966
KS,M,1993,15687
KS,M,1994,15485
KS,M,1995,15213
KS,M,1996,15028
KS,M,1997,15464
KS,M,1998,15768
KS,M,1999,16212
KS,M,2000,16494
KS,M,2001,16161
KS,M,2002,16428
KS,M,2003,16669
KS,M,2004,16567
KS,M,2005,16420
KS,M,2006,16810
KS,M,2007,17171
KS,M,2008,16898
KS,M,2009,16713
KS,M,2010,16341
KS,M,2011,15927
KS,M,2012,16050
KS,M,2013,15568
KS,M,2014,15779
KS,M,2015,15790
KS,M,2016,15616
KS,M,2017,14992
KS,M,2018,14481
KS,M,2019,14017
KY,F,1961,31864
KY,F,1962,30818
KY,F,1963,30178
KY,F,1964,29798
KY,F,1965,26783
KY,F,1966,24829
KY,F,1967,24598
KY,F,1968,23957
KY,F,1969,24680
KY,F,1970,25984
KY,F,1971,25971
KY,F,1972,23751
KY,F,1973,23191
KY,F,1974,22775
KY,F,1975,23399
KY,F,1976,23432
KY,F,1977,24589
KY,F,1978,23881
KY,F,1979,24490
KY,F,1980,24861
KY,F,1981,23872
KY,F,1982,23743
KY,F,1983,22534
KY,F,1984,21935
KY,F,1985,21255
KY,F,1986,20952
KY,F,1987,20881
KY,F,1988,20454
KY,F,1989,21284
KY,F,1990,21237
KY,F,1991,21460
KY,F,1992,20980
KY,F,1993,19953
KY,F,1994,19991
KY,F,1995,19633
KY,F,1996,19638
KY,F,1997,19758
KY,F,1998,20385
KY,F,1999,20060
KY,F,2000,20447
KY,F,2001,19907
KY,F,2002,19270
KY,F,2003,19682
KY,F,2004,19458
KY,F,2005,19666
KY,F,2006,20284
KY,F,2007,20462
KY,F,2008,20198
KY,F,2009,19262
KY,F,2010,18328
KY,F,2011,18328
KY,F,2012,18108
KY,F,2013,18447
KY,F,2014,18415
KY,F,2015,18514
KY,F,2016,18174
KY,F,2017,17786
KY,F,2018,17645
KY,F,2019,17315
KY,M,1961,34487
KY,M,1962,34101
KY,M,1963,33064
KY,M,1964,32782
KY,M,1965,29528
KY,M,1966,27903
KY,M,1967,27051
KY,M,1968,27123
KY,M,1969,27556
KY,M,1970,28931
KY,M,1971,29136
KY,M,1972,26542
KY,M,1973,25781
KY,M,1974,25855
KY,M,1975,26001
KY,M,1976,26633
KY,M,1977,28187
KY,M,1978,27301
KY,M,1979,28157
KY,M,1980,28120
KY,M,1981,27044
KY,M,1982,26786
KY,M,1983,25597
KY,M,1984,24626
KY,M,1985,24830
KY,M,1986,23919
KY,M,1987,23886
KY,M,1988,23607
KY,M,1989,24455
KY,M,1990,24796
KY,M,1991,24750
KY,M,1992,24292
KY,M,1993,23916
KY,M,1994,23448
KY,M,1995,23191
KY,M,1996,23135
KY,M,1997,23213
KY,M,1998,23425
KY,M,1999,23449
KY,M,2000,24178
KY,M,2001,23240
KY,M,2002,23135
KY,M,2003,23033
KY,M,2004,21922
KY,M,2005,23435
KY,M,2006,23955
KY,M,2007,24125
KY,M,2008,23586
KY,M,2009,23396
KY,M,2010,22444
KY,M,2011,22126
KY,M,2012,22124
KY,M,2013,22149
KY,M,2014,22208
KY,M,2015,21940
KY,M,2016,21736
KY,M,2017,21524
KY,M,2018,20802
KY,M,2019,20288
LA,F,1961,38028
LA,F,1962,38056
LA,F,1963,36131
LA,F,1964,36313
LA,F,1965,33426
LA,F,1966,32058
LA,F,1967,31212
LA,F,1968,30294
LA,F,1969,30788
LA,F,1970,30418
LA,F,1971,29139
LA,F,1972,26532
LA,F,1973,25689
LA,F,1974,24823
LA,F,1975,25560
LA,F,1976,26027
LA,F,1977,27986
LA,F,1978,27509
LA,F,1979,29273
LA,F,1980,30708
LA,F,1981,30620
LA,F,1982,31676
LA,F,1983,30769
LA,F,1984,30747
LA,F,1985,30080
LA,F,1986,28199
LA,F,1987,26311
LA,F,1988,26312
LA,F,1989,25754
LA,F,1990,25389
LA,F,1991,25050
LA,F,1992,23697
LA,F,1993,23104
LA,F,1994,22413
LA,F,1995,21968
LA,F,1996,21549
LA,F,1997,21638
LA,F,1998,21844
LA,F,1999,22035
LA,F,2000,21910
LA,F,2001,20770
LA,F,2002,20518
LA,F,2003,20763
LA,F,2004,20787
LA,F,2005,19679
LA,F,2006,19994
LA,F,2007,21163
LA,F,2008,20217
LA,F,2009,20646
LA,F,2010,19671
LA,F,2011,19518
LA,F,2012,19683
LA,F,2013,20127
LA,F,2014,20886
LA,F,2015,21236
LA,F,2016,20923
LA,F,2017,19816
LA,F,2018,19493
LA,F,2019,18780
LA,M,1961,41228
LA,M,1962,40437
LA,M,1963,39636
LA,M,1964,39740
LA,M,1965,36582
LA,M,1966,35310
LA,M,1967,34541
LA,M,1968,34395
LA,M,1969,34191
LA,M,1970,33854
LA,M,1971,33113
LA,M,1972,31241
LA,M,1973,29733
LA,M,1974,29485
LA,M,1975,30176
LA,M,1976,30405
LA,M,1977,33017
LA,M,1978,33052
LA,M,1979,34912
LA,M,1980,36565
LA,M,1981,36666
LA,M,1982,37793
LA,M,1983,36696
LA,M,1984,35865
LA,M,1985,35847
LA,M,1986,34050
LA,M,1987,32157
LA,M,1988,31579
LA,M,1989,31914
LA,M,1990,31246
LA,M,1991,30977
LA,M,1992,30501
LA,M,1993,29236
LA,M,1994,28103
LA,M,1995,27217
LA,M,1996,26682
LA,M,1997,26869
LA,M,1998,27234
LA,M,1999,27330
LA,M,2000,27244
LA,M,2001,26037
LA,M,2002,25738
LA,M,2003,25694
LA,M,2004,25477
LA,M,2005,24112
LA,M,2006,25092
LA,M,2007,25898
LA,M,2008,25138
LA,M,2009,25026
LA,M,2010,23820
LA,M,2011,23700
LA,M,2012,24171
LA,M,2013,24687
LA,M,2014,25180
LA,M,2015,25438
LA,M,2016,24512
LA,M,2017,23771
LA,M,2018,22727
LA,M,2019,22391
MA,F,1961,53987
MA,F,1962,51383
MA,F,1963,51721
MA,F,1964,50195
MA,F,1965,47243
MA,F,1966,45031
MA,F,1967,43569
MA,F,1968,41641
MA,F,1969,42259
MA,F,1970,42247
MA,F,1971,39154
MA,F,1972,34219
MA,F,1973,31701
MA,F,1974,30584
MA,F,1975,29376
MA,F,1976,28581
MA,F,1977,29419
MA,F,1978,29659
MA,F,1979,30650
MA,F,1980,31256
MA,F,1981,31621
MA,F,1982,32573
MA,F,1983,32843
MA,F,1984,33476
MA,F,1985,34974
MA,F,1986,35086
MA,F,1987,35873
MA,F,1988,37209
MA,F,1989,38489
MA,F,1990,38733
MA,F,1991,36303
MA,F,1992,35880
MA,F,1993,34257
MA,F,1994,33816
MA,F,1995,32996
MA,F,1996,32198
MA,F,1997,31797
MA,F,1998,31897
MA,F,1999,31360
MA,F,2000,31398
MA,F,2001,31454
MA,F,2002,30674
MA,F,2003,30202
MA,F,2004,29300
MA,F,2005,28486
MA,F,2006,28419
MA,F,2007,27750
MA,F,2008,27212
MA,F,2009,26232
MA,F,2010,25550
MA,F,2011,25524
MA,F,2012,25407
MA,F,2013,25363
MA,F,2014,25365
MA,F,2015,25238
MA,F,2016,25442
MA,F,2017,25160
MA,F,2018,24557
MA,F,2019,24589
MA,M,1961,57339
MA,M,1962,55739
MA,M,1963,54808
MA,M,1964,53799
MA,M,1965,51069
MA,M,1966,48337
MA,M,1967,47109
MA,M,1968,45601
MA,M,1969,45957
MA,M,1970,46640
MA,M,1971,42599
MA,M,1972,37662
MA,M,1973,35249
MA,M,1974,34142
MA,M,1975,33067
MA,M,1976,32056
MA,M,1977,33019
MA,M,1978,33168
MA,M,1979,33898
MA,M,1980,34805
MA,M,1981,35745
MA,M,1982,36271
MA,M,1983,36390
MA,M,1984,37380
MA,M,1985,39186
MA,M,1986,39223
MA,M,1987,40778
MA,M,1988,41453
MA,M,1989,43755
MA,M,1990,44006
MA,M,1991,41532
MA,M,1992,40898
MA,M,1993,39502
MA,M,1994,38615
MA,M,1995,37675
MA,M,1996,37165
MA,M,1997,36281
MA,M,1998,36693
MA,M,1999,36277
MA,M,2000,36218
MA,M,2001,35576
MA,M,2002,35504
MA,M,2003,35095
MA,M,2004,34015
MA,M,2005,32850
MA,M,2006,32903
MA,M,2007,32820
MA,M,2008,32011
MA,M,2009,31038
MA,M,2010,29996
MA,M,2011,29987
MA,M,2012,29631
MA,M,2013,29339
MA,M,2014,29887
MA,M,2015,29519
MA,M,2016,29392
MA,M,2017,28775
MA,M,2018,28228
MA,M,2019,28000
MD,F,1961,30325
MD,F,1962,29290
MD,F,1963,29871
MD,F,1964,30071
MD,F,1965,28205
MD,F,1966,27345
MD,F,1967,25779
MD,F,1968,25280
MD,F,1969,25087
MD,F,1970,25214
MD,F,1971,23445
MD,F,1972,20585
MD,F,1973,18807
MD,F,1974,18541
MD,F,1975,17679
MD,F,1976,17453
MD,F,1977,18460
MD,F,1978,18260
MD,F,1979,19480
MD,F,1980,20192
MD,F,1981,20973
MD,F,1982,22286
MD,F,1983,22534
MD,F,1984,22885
MD,F,1985,24120
MD,F,1986,24526
MD,F,1987,25502
MD,F,1988,25978
MD,F,1989,27704
MD,F,1990,28365
MD,F,1991,27610
MD,F,1992,26874
MD,F,1993,25681
MD,F,1994,25260
MD,F,1995,24648
MD,F,1996,24711
MD,F,1997,23635
MD,F,1998,23935
MD,F,1999,23939
MD,F,2000,24594
MD,F,2001,24021
MD,F,2002,23749
MD,F,2003,24238
MD,F,2004,24498
MD,F,2005,24763
MD,F,2006,25140
MD,F,2007,25670
MD,F,2008,25271
MD,F,2009,24715
MD,F,2010,24327
MD,F,2011,23958
MD,F,2012,24089
MD,F,2013,23512
MD,F,2014,24291
MD,F,2015,24076
MD,F,2016,24008
MD,F,2017,23241
MD,F,2018,23305
MD,F,2019,22245
MD,M,1961,32801
MD,M,1962,31669
MD,M,1963,32774
MD,M,1964,32925
MD,M,1965,30980
MD,M,1966,29604
MD,M,1967,28827
MD,M,1968,27755
MD,M,1969,28397
MD,M,1970,28144
MD,M,1971,26506
MD,M,1972,23617
MD,M,1973,21530
MD,M,1974,20827
MD,M,1975,20720
MD,M,1976,20233
MD,M,1977,21663
MD,M,1978,21371
MD,M,1979,22678
MD,M,1980,23413
MD,M,1981,24203
MD,M,1982,25604
MD,M,1983,25971
MD,M,1984,26700
MD,M,1985,27753
MD,M,1986,28301
MD,M,1987,29107
MD,M,1988,30642
MD,M,1989,32093
MD,M,1990,33178
MD,M,1991,32686
MD,M,1992,31866
MD,M,1993,30421
MD,M,1994,30060
MD,M,1995,29506
MD,M,1996,28722
MD,M,1997,28101
MD,M,1998,28477
MD,M,1999,28389
MD,M,2000,28746
MD,M,2001,28282
MD,M,2002,28286
MD,M,2003,29165
MD,M,2004,28501
MD,M,2005,28774
MD,M,2006,30099
MD,M,2007,30112
MD,M,2008,29887
MD,M,2009,28750
MD,M,2010,28192
MD,M,2011,28020
MD,M,2012,27728
MD,M,2013,27468
MD,M,2014,28209
MD,M,2015,27786
MD,M,2016,27520
MD,M,2017,26458
MD,M,2018,26340
MD,M,2019,25877
ME,F,1961,10053
ME,F,1962,9921
ME,F,1963,9320
ME,F,1964,8971
ME,F,1965,8210
ME,F,1966,7712
ME,F,1967,7337
ME,F,1968,6865
ME,F,1969,6995
ME,F,1970,7163
ME,F,1971,7103
ME,F,1972,6542
ME,F,1973,5943
ME,F,1974,5797
ME,F,1975,5725
ME,F,1976,5639
ME,F,1977,5909
ME,F,1978,5917
ME,F,1979,6095
ME,F,1980,6059
ME,F,1981,6284
ME,F,1982,6239
ME,F,1983,6240
ME,F,1984,6232
ME,F,1985,6360
ME,F,1986,6098
ME,F,1987,6189
ME,F,1988,6132
ME,F,1989,6296
ME,F,1990,6333
ME,F,1991,6007
ME,F,1992,5716
ME,F,1993,5260
ME,F,1994,5114
ME,F,1995,4835
ME,F,1996,4800
ME,F,1997,4581
ME,F,1998,4631
ME,F,1999,4405
ME,F,2000,4498
ME,F,2001,4460
ME,F,2002,4402
ME,F,2003,4346
ME,F,2004,4424
ME,F,2005,4389
ME,F,2006,4277
ME,F,2007,4368
