state,Gender,Year,Count
ME,F,2008,4121
ME,F,2009,3944
ME,F,2010,3850
ME,F,2011,3656
ME,F,2012,3657
ME,F,2013,3550
ME,F,2014,3605
ME,F,2015,3487
ME,F,2016,3588
ME,F,2017,3423
ME,F,2018,3395
ME,F,2019,3252
ME,M,1961,10907
ME,M,1962,10702
ME,M,1963,10080
ME,M,1964,9861
ME,M,1965,9237
ME,M,1966,8331
ME,M,1967,8123
ME,M,1968,7713
ME,M,1969,7775
ME,M,1970,7934
ME,M,1971,8029
ME,M,1972,7283
ME,M,1973,6997
ME,M,1974,6503
ME,M,1975,6566
ME,M,1976,6516
ME,M,1977,7014
ME,M,1978,6796
ME,M,1979,7153
ME,M,1980,7218
ME,M,1981,7025
ME,M,1982,7164
ME,M,1983,7173
ME,M,1984,7317
ME,M,1985,7221
ME,M,1986,7248
ME,M,1987,7142
ME,M,1988,7276
ME,M,1989,7628
ME,M,1990,7533
ME,M,1991,7352
ME,M,1992,6947
ME,M,1993,6630
ME,M,1994,6222
ME,M,1995,5892
ME,M,1996,5761
ME,M,1997,5753
ME,M,1998,5682
ME,M,1999,5667
ME,M,2000,5507
ME,M,2001,5657
ME,M,2002,5487
ME,M,2003,5561
ME,M,2004,5610
ME,M,2005,5567
ME,M,2006,5509
ME,M,2007,5409
ME,M,2008,5097
ME,M,2009,5027
ME,M,2010,4744
ME,M,2011,4766
ME,M,2012,4739
ME,M,2013,4694
ME,M,2014,4642
ME,M,2015,4634
ME,M,2016,4524
ME,M,2017,4262
ME,M,2018,4209
ME,M,2019,3930
MI,F,1961,86841
MI,F,1962,82089
MI,F,1963,80053
MI,F,1964,78139
MI,F,1965,73804
MI,F,1966,73516
MI,F,1967,71257
MI,F,1968,69441
MI,F,1969,71713
MI,F,1970,74082
MI,F,1971,69007
MI,F,1972,61886
MI,F,1973,58887
MI,F,1974,57018
MI,F,1975,55709
MI,F,1976,54409
MI,F,1977,57115
MI,F,1978,57541
MI,F,1979,59579
MI,F,1980,60276
MI,F,1981,58654
MI,F,1982,57606
MI,F,1983,55236
MI,F,1984,56352
MI,F,1985,57251
MI,F,1986,56519
MI,F,1987,57968
MI,F,1988,57425
MI,F,1989,60448
MI,F,1990,62465
MI,F,1991,60383
MI,F,1992,57059
MI,F,1993,55409
MI,F,1994,54207
MI,F,1995,52615
MI,F,1996,52039
MI,F,1997,51952
MI,F,1998,51510
MI,F,1999,51271
MI,F,2000,52016
MI,F,2001,49894
MI,F,2002,48746
MI,F,2003,49049
MI,F,2004,48197
MI,F,2005,47321
MI,F,2006,47140
MI,F,2007,45656
MI,F,2008,44405
MI,F,2009,42659
MI,F,2010,41529
MI,F,2011,41343
MI,F,2012,41090
MI,F,2013,41533
MI,F,2014,42062
MI,F,2015,42077
MI,F,2016,41945
MI,F,2017,41092
MI,F,2018,40019
MI,F,2019,39417
MI,M,1961,93133
MI,M,1962,88355
MI,M,1963,86042
MI,M,1964,84259
MI,M,1965,79812
MI,M,1966,79121
MI,M,1967,77785
MI,M,1968,76224
MI,M,1969,78189
MI,M,1970,81377
MI,M,1971,76528
MI,M,1972,68921
MI,M,1973,65759
MI,M,1974,64158
MI,M,1975,61888
MI,M,1976,61135
MI,M,1977,64348
MI,M,1978,64254
MI,M,1979,67046
MI,M,1980,67353
MI,M,1981,65634
MI,M,1982,64912
MI,M,1983,62561
MI,M,1984,63712
MI,M,1985,65128
MI,M,1986,63813
MI,M,1987,64623
MI,M,1988,64649
MI,M,1989,69429
MI,M,1990,70992
MI,M,1991,68678
MI,M,1992,65866
MI,M,1993,63706
MI,M,1994,62415
MI,M,1995,60502
MI,M,1996,59580
MI,M,1997,59294
MI,M,1998,59679
MI,M,1999,58834
MI,M,2000,59261
MI,M,2001,58403
MI,M,2002,56103
MI,M,2003,56649
MI,M,2004,56078
MI,M,2005,54683
MI,M,2006,54143
MI,M,2007,53371
MI,M,2008,51306
MI,M,2009,49290
MI,M,2010,48114
MI,M,2011,48176
MI,M,2012,47531
MI,M,2013,47878
MI,M,2014,48740
MI,M,2015,47636
MI,M,2016,47593
MI,M,2017,46212
MI,M,2018,45653
MI,M,2019,43486
MN,F,1961,38619
MN,F,1962,37899
MN,F,1963,35513
MN,F,1964,33912
MN,F,1965,31397
MN,F,1966,29352
MN,F,1967,28155
MN,F,1968,28111
MN,F,1969,28756
MN,F,1970,29579
MN,F,1971,27067
MN,F,1972,24063
MN,F,1973,22777
MN,F,1974,23802
MN,F,1975,24159
MN,F,1976,24058
MN,F,1977,25881
MN,F,1978,26540
MN,F,1979,27779
MN,F,1980,29146
MN,F,1981,29097
MN,F,1982,29248
MN,F,1983,27970
MN,F,1984,28665
MN,F,1985,28539
MN,F,1986,27666
MN,F,1987,26983
MN,F,1988,27594
MN,F,1989,28290
MN,F,1990,27930
MN,F,1991,27469
MN,F,1992,26372
MN,F,1993,25879
MN,F,1994,25616
MN,F,1995,24972
MN,F,1996,24861
MN,F,1997,24977
MN,F,1998,25263
MN,F,1999,24974
MN,F,2000,25625
MN,F,2001,25232
MN,F,2002,25383
MN,F,2003,25902
MN,F,2004,26238
MN,F,2005,25999
MN,F,2006,26846
MN,F,2007,26785
MN,F,2008,25736
MN,F,2009,24774
MN,F,2010,24243
MN,F,2011,23884
MN,F,2012,23994
MN,F,2013,24133
MN,F,2014,24655
MN,F,2015,24427
MN,F,2016,24487
MN,F,2017,23864
MN,F,2018,23412
MN,F,2019,22846
MN,M,1961,41199
MN,M,1962,40504
MN,M,1963,38698
MN,M,1964,37098
MN,M,1965,33726
MN,M,1966,31846
MN,M,1967,30699
MN,M,1968,30947
MN,M,1969,31493
MN,M,1970,32688
MN,M,1971,29694
MN,M,1972,26789
MN,M,1973,25594
MN,M,1974,26452
MN,M,1975,26890
MN,M,1976,27028
MN,M,1977,28772
MN,M,1978,29471
MN,M,1979,31123
MN,M,1980,32461
MN,M,1981,32840
MN,M,1982,32763
MN,M,1983,31249
MN,M,1984,31590
MN,M,1985,31630
MN,M,1986,30734
MN,M,1987,30488
MN,M,1988,30645
MN,M,1989,31546
MN,M,1990,31721
MN,M,1991,30933
MN,M,1992,30313
MN,M,1993,29751
MN,M,1994,29106
MN,M,1995,28322
MN,M,1996,28410
MN,M,1997,28831
MN,M,1998,28497
MN,M,1999,29065
MN,M,2000,29332
MN,M,2001,29194
MN,M,2002,29297
MN,M,2003,30008
MN,M,2004,29912
MN,M,2005,29954
MN,M,2006,30747
MN,M,2007,30370
MN,M,2008,29811
MN,M,2009,29177
MN,M,2010,27673
MN,M,2011,28137
MN,M,2012,27664
MN,M,2013,27974
MN,M,2014,27974
MN,M,2015,28344
MN,M,2016,27939
MN,M,2017,27013
MN,M,2018,26588
MN,M,2019,26035
MO,F,1961,44282
MO,F,1962,42597
MO,F,1963,41068
MO,F,1964,39516
MO,F,1965,36419
MO,F,1966,34574
MO,F,1967,33512
MO,F,1968,32891
MO,F,1969,34292
MO,F,1970,35463
MO,F,1971,34190
MO,F,1972,31279
MO,F,1973,29150
MO,F,1974,29672
MO,F,1975,29128
MO,F,1976,29502
MO,F,1977,30986
MO,F,1978,30651
MO,F,1979,32284
MO,F,1980,33418
MO,F,1981,32081
MO,F,1982,32186
MO,F,1983,31923
MO,F,1984,31353
MO,F,1985,32188
MO,F,1986,31401
MO,F,1987,31243
MO,F,1988,31667
MO,F,1989,32531
MO,F,1990,32848
MO,F,1991,32473
MO,F,1992,30917
MO,F,1993,30522
MO,F,1994,29666
MO,F,1995,29586
MO,F,1996,29546
MO,F,1997,29515
MO,F,1998,29681
MO,F,1999,29256
MO,F,2000,29414
MO,F,2001,28604
MO,F,2002,27881
MO,F,2003,28448
MO,F,2004,28345
MO,F,2005,28974
MO,F,2006,29662
MO,F,2007,29607
MO,F,2008,29375
MO,F,2009,27960
MO,F,2010,27294
MO,F,2011,27003
MO,F,2012,26863
MO,F,2013,26960
MO,F,2014,27055
MO,F,2015,27124
MO,F,2016,27021
MO,F,2017,25882
MO,F,2018,26363
MO,F,2019,25331
MO,M,1961,48397
MO,M,1962,46460
MO,M,1963,44606
MO,M,1964,43102
MO,M,1965,39808
MO,M,1966,38325
MO,M,1967,36608
MO,M,1968,36555
MO,M,1969,38557
MO,M,1970,39616
MO,M,1971,38254
MO,M,1972,35146
MO,M,1973,33005
MO,M,1974,33740
MO,M,1975,32906
MO,M,1976,33016
MO,M,1977,35156
MO,M,1978,34974
MO,M,1979,36764
MO,M,1980,37373
MO,M,1981,36632
MO,M,1982,36775
MO,M,1983,35853
MO,M,1984,35651
MO,M,1985,36896
MO,M,1986,35963
MO,M,1987,35736
MO,M,1988,36509
MO,M,1989,37740
MO,M,1990,37957
MO,M,1991,37264
MO,M,1992,36286
MO,M,1993,35675
MO,M,1994,34713
MO,M,1995,34285
MO,M,1996,34494
MO,M,1997,34397
MO,M,1998,34627
MO,M,1999,34124
MO,M,2000,34362
MO,M,2001,33400
MO,M,2002,33292
MO,M,2003,33687
MO,M,2004,33898
MO,M,2005,33973
MO,M,2006,34912
MO,M,2007,34989
MO,M,2008,34470
MO,M,2009,33407
MO,M,2010,32613
MO,M,2011,32318
MO,M,2012,31691
MO,M,2013,31674
MO,M,2014,32265
MO,M,2015,31521
MO,M,2016,31503
MO,M,2017,30484
MO,M,2018,30185
MO,M,2019,29436
MS,F,1961,24794
MS,F,1962,24729
MS,F,1963,23639
MS,F,1964,22694
MS,F,1965,20799
MS,F,1966,19496
MS,F,1967,18687
MS,F,1968,18039
MS,F,1969,18607
MS,F,1970,18788
MS,F,1971,18650
MS,F,1972,17336
MS,F,1973,16408
MS,F,1974,16070
MS,F,1975,15550
MS,F,1976,15188
MS,F,1977,15809
MS,F,1978,15336
MS,F,1979,15588
MS,F,1980,16421
MS,F,1981,15835
MS,F,1982,15985
MS,F,1983,15241
MS,F,1984,15043
MS,F,1985,14736
MS,F,1986,13750
MS,F,1987,13301
MS,F,1988,13466
MS,F,1989,13693
MS,F,1990,13776
MS,F,1991,13465
MS,F,1992,12880
MS,F,1993,12405
MS,F,1994,12180
MS,F,1995,12091
MS,F,1996,11603
MS,F,1997,11517
MS,F,1998,12181
MS,F,1999,11806
MS,F,2000,12025
MS,F,2001,11600
MS,F,2002,11314
MS,F,2003,11536
MS,F,2004,11718
MS,F,2005,11568
MS,F,2006,12498
MS,F,2007,12737
MS,F,2008,12471
MS,F,2009,11750
MS,F,2010,10982
MS,F,2011,11117
MS,F,2012,10622
MS,F,2013,10899
MS,F,2014,11244
MS,F,2015,11188
MS,F,2016,11068
MS,F,2017,10877
MS,F,2018,10689
MS,F,2019,10430
MS,M,1961,26982
MS,M,1962,26838
MS,M,1963,25838
MS,M,1964,25174
MS,M,1965,22482
MS,M,1966,21358
MS,M,1967,20609
MS,M,1968,20154
MS,M,1969,20910
MS,M,1970,21228
MS,M,1971,21318
MS,M,1972,19923
MS,M,1973,18974
MS,M,1974,18665
MS,M,1975,18268
MS,M,1976,18068
MS,M,1977,19173
MS,M,1978,18459
MS,M,1979,18936
MS,M,1980,20007
MS,M,1981,19245
MS,M,1982,19249
MS,M,1983,18137
MS,M,1984,17846
MS,M,1985,17369
MS,M,1986,17072
MS,M,1987,16370
MS,M,1988,16387
MS,M,1989,17167
MS,M,1990,17147
MS,M,1991,16746
MS,M,1992,16387
MS,M,1993,15841
MS,M,1994,15655
MS,M,1995,15055
MS,M,1996,15143
MS,M,1997,14959
MS,M,1998,15336
MS,M,1999,15207
MS,M,2000,15552
MS,M,2001,14678
MS,M,2002,14581
MS,M,2003,14972
MS,M,2004,14932
MS,M,2005,14742
MS,M,2006,16029
MS,M,2007,16440
MS,M,2008,15713
MS,M,2009,14887
MS,M,2010,13797
MS,M,2011,13871
MS,M,2012,13431
MS,M,2013,13464
MS,M,2014,13746
MS,M,2015,13844
MS,M,2016,13400
MS,M,2017,13308
MS,M,2018,12925
MS,M,2019,12663
MT,F,1961,6479
MT,F,1962,6214
MT,F,1963,5731
MT,F,1964,5375
MT,F,1965,4865
MT,F,1966,4530
MT,F,1967,4296
MT,F,1968,4193
MT,F,1969,4021
MT,F,1970,4338
MT,F,1971,4173
MT,F,1972,3878
MT,F,1973,3768
MT,F,1974,4058
MT,F,1975,3833
MT,F,1976,4175
MT,F,1977,4328
MT,F,1978,4392
MT,F,1979,4679
MT,F,1980,4686
MT,F,1981,4747
MT,F,1982,4858
MT,F,1983,4703
MT,F,1984,4679
MT,F,1985,4373
MT,F,1986,3887
MT,F,1987,3827
MT,F,1988,3528
MT,F,1989,3587
MT,F,1990,3320
MT,F,1991,3467
MT,F,1992,3354
MT,F,1993,3235
MT,F,1994,3136
MT,F,1995,3133
MT,F,1996,2981
MT,F,1997,2937
MT,F,1998,2863
MT,F,1999,2772
MT,F,2000,2919
MT,F,2001,2788
MT,F,2002,2746
MT,F,2003,2897
MT,F,2004,2783
MT,F,2005,2824
MT,F,2006,2997
MT,F,2007,2852
MT,F,2008,3041
MT,F,2009,2950
MT,F,2010,2884
MT,F,2011,2822
MT,F,2012,2737
MT,F,2013,2805
MT,F,2014,2983
MT,F,2015,2985
MT,F,2016,2808
MT,F,2017,2742
MT,F,2018,2716
MT,F,2019,2523
MT,M,1961,7691
MT,M,1962,7401
MT,M,1963,6936
MT,M,1964,6540
MT,M,1965,5867
MT,M,1966,5304
MT,M,1967,5130
MT,M,1968,4988
MT,M,1969,4960
MT,M,1970,5292
MT,M,1971,5153
MT,M,1972,4666
MT,M,1973,4681
MT,M,1974,5096
MT,M,1975,4995
MT,M,1976,5106
MT,M,1977,5530
MT,M,1978,5490
MT,M,1979,5814
MT,M,1980,5804
MT,M,1981,5822
MT,M,1982,5960
MT,M,1983,5773
MT,M,1984,5816
MT,M,1985,5539
MT,M,1986,5220
MT,M,1987,4926
MT,M,1988,4619
MT,M,1989,4604
MT,M,1990,4694
MT,M,1991,4419
MT,M,1992,4399
MT,M,1993,4434
MT,M,1994,4265
MT,M,1995,4103
MT,M,1996,4068
MT,M,1997,4021
MT,M,1998,4001
MT,M,1999,3995
MT,M,2000,3992
MT,M,2001,3819
MT,M,2002,3892
MT,M,2003,4007
MT,M,2004,4035
MT,M,2005,3933
MT,M,2006,4342
MT,M,2007,4139
MT,M,2008,4214
MT,M,2009,3999
MT,M,2010,3892
MT,M,2011,3804
MT,M,2012,3900
MT,M,2013,4037
MT,M,2014,3976
MT,M,2015,4013
MT,M,2016,3925
MT,M,2017,3611
MT,M,2018,3588
MT,M,2019,3307
NC,F,1961,48774
NC,F,1962,47676
NC,F,1963,46374
NC,F,1964,46113
NC,F,1965,41796
NC,F,1966,39684
NC,F,1967,39407
NC,F,1968,39289
NC,F,1969,39835
NC,F,1970,41887
NC,F,1971,40261
NC,F,1972,36708
NC,F,1973,34869
NC,F,1974,33842
NC,F,1975,32350
NC,F,1976,31989
NC,F,1977,33075
NC,F,1978,32371
NC,F,1979,32867
NC,F,1980,33251
NC,F,1981,33142
NC,F,1982,34198
NC,F,1983,33371
NC,F,1984,34085
NC,F,1985,35547
NC,F,1986,35556
NC,F,1987,37260
NC,F,1988,38336
NC,F,1989,40682
NC,F,1990,40855
NC,F,1991,39852
NC,F,1992,39836
NC,F,1993,38378
NC,F,1994,38148
NC,F,1995,38259
NC,F,1996,39346
NC,F,1997,40052
NC,F,1998,42088
NC,F,1999,42493
NC,F,2000,45081
NC,F,2001,44220
NC,F,2002,43438
NC,F,2003,43486
NC,F,2004,44442
NC,F,2005,45385
NC,F,2006,47083
NC,F,2007,48091
NC,F,2008,48060
NC,F,2009,46401
NC,F,2010,44924
NC,F,2011,44130
NC,F,2012,43918
NC,F,2013,44270
NC,F,2014,45089
NC,F,2015,45348
NC,F,2016,45258
NC,F,2017,45300
NC,F,2018,44915
NC,F,2019,44572
NC,M,1961,52800
NC,M,1962,51438
NC,M,1963,50436
NC,M,1964,49191
NC,M,1965,45569
NC,M,1966,43028
NC,M,1967,43003
NC,M,1968,43424
NC,M,1969,43960
NC,M,1970,45592
NC,M,1971,44519
NC,M,1972,41609
NC,M,1973,39415
NC,M,1974,38824
NC,M,1975,36562
NC,M,1976,36250
NC,M,1977,38501
NC,M,1978,37174
NC,M,1979,37568
NC,M,1980,38386
NC,M,1981,37837
NC,M,1982,38479
NC,M,1983,37985
NC,M,1984,39094
NC,M,1985,40519
NC,M,1986,40880
NC,M,1987,41512
NC,M,1988,43498
NC,M,1989,46243
NC,M,1990,47505
NC,M,1991,46038
NC,M,1992,46414
NC,M,1993,44854
NC,M,1994,44733
NC,M,1995,44805
NC,M,1996,45881
NC,M,1997,47005
NC,M,1998,48515
NC,M,1999,49215
NC,M,2000,51726
NC,M,2001,50481
NC,M,2002,50258
NC,M,2003,50894
NC,M,2004,50958
NC,M,2005,52302
NC,M,2006,54471
NC,M,2007,56171
NC,M,2008,55695
NC,M,2009,53828
NC,M,2010,51530
NC,M,2011,50851
NC,M,2012,50524
NC,M,2013,50376
NC,M,2014,51645
NC,M,2015,51934
NC,M,2016,51906
NC,M,2017,51237
NC,M,2018,50049
NC,M,2019,49821
ND,F,1961,6513
ND,F,1962,6190
ND,F,1963,5756
ND,F,1964,5607
ND,F,1965,5076
ND,F,1966,4627
ND,F,1967,4315
ND,F,1968,4083
ND,F,1969,4296
ND,F,1970,4397
ND,F,1971,4104
ND,F,1972,3955
ND,F,1973,3805
ND,F,1974,3888
ND,F,1975,4116
ND,F,1976,4123
ND,F,1977,4457
ND,F,1978,4345
ND,F,1979,4623
ND,F,1980,4721
ND,F,1981,4892
ND,F,1982,4980
ND,F,1983,4893
ND,F,1984,4771
ND,F,1985,4598
ND,F,1986,4262
ND,F,1987,3986
ND,F,1988,4072
ND,F,1989,3752
ND,F,1990,3555
ND,F,1991,3374
ND,F,1992,3325
ND,F,1993,3208
ND,F,1994,3037
ND,F,1995,3241
ND,F,1996,3007
ND,F,1997,2841
ND,F,1998,2655
ND,F,1999,2608
ND,F,2000,2418
ND,F,2001,2547
ND,F,2002,2310
ND,F,2003,2573
ND,F,2004,2501
ND,F,2005,2417
ND,F,2006,2560
ND,F,2007,2596
ND,F,2008,2704
ND,F,2009,2631
ND,F,2010,2693
ND,F,2011,2700
ND,F,2012,2807
ND,F,2013,3167
ND,F,2014,3380
ND,F,2015,3235
ND,F,2016,3296
ND,F,2017,3053
ND,F,2018,2958
ND,F,2019,2806
ND,M,1961,7272
ND,M,1962,6851
ND,M,1963,6723
ND,M,1964,6181
ND,M,1965,5889
ND,M,1966,5442
ND,M,1967,4869
ND,M,1968,4936
ND,M,1969,4997
ND,M,1970,5125
ND,M,1971,4822
ND,M,1972,4630
ND,M,1973,4452
ND,M,1974,4552
ND,M,1975,4751
ND,M,1976,4948
ND,M,1977,5347
ND,M,1978,5259
ND,M,1979,5530
ND,M,1980,5700
ND,M,1981,5880
ND,M,1982,6050
ND,M,1983,5713
ND,M,1984,5471
ND,M,1985,5524
ND,M,1986,5154
ND,M,1987,5016
ND,M,1988,4647
ND,M,1989,4632
ND,M,1990,4309
ND,M,1991,4238
ND,M,1992,4152
ND,M,1993,4106
ND,M,1994,3957
ND,M,1995,3829
ND,M,1996,3789
ND,M,1997,3783
ND,M,1998,3525
ND,M,1999,3376
ND,M,2000,3425
ND,M,2001,3093
ND,M,2002,3359
ND,M,2003,3238
ND,M,2004,3343
ND,M,2005,3521
ND,M,2006,3435
ND,M,2007,3526
ND,M,2008,3487
ND,M,2009,3325
ND,M,2010,3537
ND,M,2011,3553
ND,M,2012,3843
ND,M,2013,3860
ND,M,2014,4180
ND,M,2015,4239
ND,M,2016,4097
ND,M,2017,4025
ND,M,2018,3877
ND,M,2019,3755
NE,F,1961,14781
NE,F,1962,14343
NE,F,1963,13840
NE,F,1964,13024
NE,F,1965,11543
NE,F,1966,10580
NE,F,1967,9939
NE,F,1968,9939
NE,F,1969,10085
NE,F,1970,10421
NE,F,1971,10598
NE,F,1972,9352
NE,F,1973,9028
NE,F,1974,9422
NE,F,1975,9458
NE,F,1976,9453
NE,F,1977,10057
NE,F,1978,9823
NE,F,1979,10302
NE,F,1980,10761
NE,F,1981,10886
NE,F,1982,10760
NE,F,1983,10316
NE,F,1984,10411
NE,F,1985,10002
NE,F,1986,9520
NE,F,1987,9229
NE,F,1988,9049
NE,F,1989,9120
NE,F,1990,9187
NE,F,1991,8884
NE,F,1992,8494
NE,F,1993,8491
NE,F,1994,8096
NE,F,1995,8333
NE,F,1996,8153
NE,F,1997,8225
NE,F,1998,8088
NE,F,1999,7996
NE,F,2000,8355
NE,F,2001,8184
NE,F,2002,8299
NE,F,2003,8292
NE,F,2004,8391
NE,F,2005,8285
NE,F,2006,8413
NE,F,2007,8368
NE,F,2008,8316
NE,F,2009,8204
NE,F,2010,7877
NE,F,2011,7768
NE,F,2012,7742
NE,F,2013,7854
NE,F,2014,7991
NE,F,2015,8006
NE,F,2016,8056
NE,F,2017,7822
NE,F,2018,7448
NE,F,2019,7374
NE,M,1961,16160
NE,M,1962,16155
NE,M,1963,15342
NE,M,1964,14217
NE,M,1965,12814
NE,M,1966,11851
NE,M,1967,11133
NE,M,1968,11088
NE,M,1969,11488
NE,M,1970,11997
NE,M,1971,11481
NE,M,1972,10809
NE,M,1973,10401
NE,M,1974,10957
NE,M,1975,10746
NE,M,1976,10779
NE,M,1977,11422
NE,M,1978,11613
NE,M,1979,11964
NE,M,1980,12716
NE,M,1981,12353
NE,M,1982,12148
NE,M,1983,12017
NE,M,1984,11915
NE,M,1985,11718
NE,M,1986,11125
NE,M,1987,10683
NE,M,1988,10880
NE,M,1989,10994
NE,M,1990,10914
NE,M,1991,10584
NE,M,1992,10323
NE,M,1993,9900
NE,M,1994,9968
NE,M,1995,10041
NE,M,1996,9804
NE,M,1997,9749
NE,M,1998,9984
NE,M,1999,10040
NE,M,2000,10169
NE,M,2001,10079
NE,M,2002,10250
NE,M,2003,10553
NE,M,2004,10544
NE,M,2005,10309
NE,M,2006,10615
NE,M,2007,10656
NE,M,2008,10324
NE,M,2009,10371
NE,M,2010,9846
NE,M,2011,9784
NE,M,2012,9877
NE,M,2013,9967
NE,M,2014,10342
NE,M,2015,10084
NE,M,2016,9937
NE,M,2017,9745
NE,M,2018,9377
NE,M,2019,8944
NH,F,1961,5620
NH,F,1962,5556
NH,F,1963,5423
NH,F,1964,5375
NH,F,1965,5045
NH,F,1966,4676
NH,F,1967,4700
NH,F,1968,4751
NH,F,1969,4816
NH,F,1970,5076
NH,F,1971,4909
NH,F,1972,4449
NH,F,1973,4187
NH,F,1974,4316
NH,F,1975,4235
NH,F,1976,4287
NH,F,1977,4539
NH,F,1978,4694
NH,F,1979,4817
NH,F,1980,5291
NH,F,1981,5345
NH,F,1982,5536
NH,F,1983,5250
NH,F,1984,5344
NH,F,1985,5924
NH,F,1986,5997
NH,F,1987,6335
NH,F,1988,6631
NH,F,1989,6889
NH,F,1990,6631
NH,F,1991,6062
NH,F,1992,5853
NH,F,1993,5484
NH,F,1994,5257
NH,F,1995,5043
NH,F,1996,5024
NH,F,1997,4914
NH,F,1998,4840
NH,F,1999,4767
NH,F,2000,4577
NH,F,2001,4842
NH,F,2002,4540
NH,F,2003,4578
NH,F,2004,4681
NH,F,2005,4424
NH,F,2006,4503
NH,F,2007,4311
NH,F,2008,4258
NH,F,2009,3935
NH,F,2010,3891
NH,F,2011,3948
NH,F,2012,3712
NH,F,2013,3734
NH,F,2014,3751
NH,F,2015,3760
NH,F,2016,3560
NH,F,2017,3485
NH,F,2018,3547
NH,F,2019,3496
NH,M,1961,6144
NH,M,1962,6118
NH,M,1963,6103
NH,M,1964,5987
NH,M,1965,5702
NH,M,1966,5502
NH,M,1967,5507
NH,M,1968,5317
NH,M,1969,5650
NH,M,1970,5819
NH,M,1971,5732
NH,M,1972,5134
NH,M,1973,4887
NH,M,1974,5101
NH,M,1975,4918
NH,M,1976,4817
NH,M,1977,5492
NH,M,1978,5478
NH,M,1979,5690
NH,M,1980,6069
NH,M,1981,6150
NH,M,1982,6311
NH,M,1983,6212
NH,M,1984,6433
NH,M,1985,6860
NH,M,1986,6979
NH,M,1987,7577
NH,M,1988,7702
NH,M,1989,7989
NH,M,1990,7830
NH,M,1991,7156
NH,M,1992,6798
NH,M,1993,6735
NH,M,1994,6518
NH,M,1995,6329
NH,M,1996,6191
NH,M,1997,5949
NH,M,1998,6055
NH,M,1999,5801
NH,M,2000,5961
NH,M,2001,5747
NH,M,2002,5726
NH,M,2003,5589
NH,M,2004,5636
NH,M,2005,5592
NH,M,2006,5456
NH,M,2007,5460
NH,M,2008,5274
NH,M,2009,5097
NH,M,2010,5012
NH,M,2011,4896
NH,M,2012,4728
NH,M,2013,4867
NH,M,2014,4572
NH,M,2015,4578
NH,M,2016,4620
NH,M,2017,4272
NH,M,2018,4235
NH,M,2019,4282
NJ,F,1961,58690
NJ,F,1962,57042
NJ,F,1963,57499
NJ,F,1964,56923
NJ,F,1965,53849
NJ,F,1966,51579
NJ,F,1967,49634
NJ,F,1968,48243
NJ,F,1969,49572
NJ,F,1970,50231
NJ,F,1971,46434
NJ,F,1972,40729
NJ,F,1973,38175
NJ,F,1974,37597
NJ,F,1975,35986
NJ,F,1976,35222
NJ,F,1977,36710
NJ,F,1978,36263
NJ,F,1979,37190
NJ,F,1980,37201
NJ,F,1981,37257
NJ,F,1982,38260
NJ,F,1983,38234
NJ,F,1984,39121
NJ,F,1985,40412
NJ,F,1986,41986
NJ,F,1987,43565
NJ,F,1988,45272
NJ,F,1989,47989
NJ,F,1990,47954
NJ,F,1991,46675
NJ,F,1992,45537
NJ,F,1993,44490
NJ,F,1994,44008
NJ,F,1995,42801
NJ,F,1996,42328
NJ,F,1997,41754
NJ,F,1998,41478
NJ,F,1999,41527
NJ,F,2000,41750
NJ,F,2001,41396
NJ,F,2002,41206
NJ,F,2003,42194
NJ,F,2004,41603
NJ,F,2005,40589
NJ,F,2006,40690
NJ,F,2007,41192
NJ,F,2008,39278
NJ,F,2009,38314
NJ,F,2010,37206
NJ,F,2011,36947
NJ,F,2012,36495
NJ,F,2013,36479
NJ,F,2014,37077
NJ,F,2015,37143
NJ,F,2016,36546
NJ,F,2017,35937
NJ,F,2018,35896
NJ,F,2019,34999
NJ,M,1961,63056
NJ,M,1962,61490
NJ,M,1963,61800
NJ,M,1964,61687
NJ,M,1965,58313
NJ,M,1966,56104
NJ,M,1967,53962
NJ,M,1968,52663
NJ,M,1969,54028
NJ,M,1970,55408
NJ,M,1971,51624
NJ,M,1972,45901
NJ,M,1973,43202
NJ,M,1974,42834
NJ,M,1975,41292
NJ,M,1976,40504
NJ,M,1977,41675
NJ,M,1978,41376
NJ,M,1979,42440
NJ,M,1980,42743
NJ,M,1981,42442
NJ,M,1982,43979
NJ,M,1983,43860
NJ,M,1984,44328
NJ,M,1985,46535
NJ,M,1986,47559
NJ,M,1987,49902
NJ,M,1988,51427
NJ,M,1989,55072
NJ,M,1990,54743
NJ,M,1991,53407
NJ,M,1992,52664
NJ,M,1993,50978
NJ,M,1994,50538
NJ,M,1995,49529
NJ,M,1996,48635
NJ,M,1997,48081
NJ,M,1998,48648
NJ,M,1999,47432
NJ,M,2000,47925
NJ,M,2001,48137
NJ,M,2002,47770
NJ,M,2003,48341
NJ,M,2004,47465
NJ,M,2005,46926
NJ,M,2006,47052
NJ,M,2007,46831
NJ,M,2008,45584
NJ,M,2009,44608
NJ,M,2010,42788
NJ,M,2011,42381
NJ,M,2012,41449
NJ,M,2013,41509
NJ,M,2014,41912
NJ,M,2015,41567
NJ,M,2016,41494
NJ,M,2017,40821
NJ,M,2018,40127
NJ,M,2019,39639
NM,F,1961,11955
NM,F,1962,11529
NM,F,1963,11010
NM,F,1964,10582
NM,F,1965,9693
NM,F,1966,8696
NM,F,1967,8086
NM,F,1968,7656
NM,F,1969,8047
